mode,step,reward,target_keys,rp1m_piano_keys,sim_keys,action_l2,action_max_abs
rp1m_restore_hands,13,1.1964660925041979,"[22, 50]","[22, 50]",[30],7.268760681152344,3.0464060306549072
rp1m_restore_hands,14,1.8727118788403372,"[22, 50]","[22, 50]",[],7.302225589752197,3.004523515701294
rp1m_restore_hands,15,1.3702015106105419,"[22, 50]","[22, 50]","[43, 44]",7.51543664932251,3.128988265991211
rp1m_restore_hands,16,1.5936374024239928,"[22, 50]","[22, 50]",[],7.547603130340576,3.1029584407806396
rp1m_restore_hands,17,1.79803206753426,"[22, 50]","[22, 50]",[],7.348790168762207,3.108198404312134
rp1m_restore_hands,18,1.7507999692292264,"[22, 50]","[22, 50]",[],7.366385459899902,3.1337742805480957
rp1m_restore_hands,19,1.2983172919904051,"[22, 50]","[22, 50]",[44],7.4587249755859375,3.060220241546631
rp1m_restore_hands,20,1.1447337544668486,"[22, 50]","[22, 50]",[44],7.57201623916626,3.079604387283325
rp1m_restore_hands,21,1.5461804885449433,"[22, 50]","[22, 50]",[],7.423892974853516,2.9933667182922363
rp1m_restore_hands,22,1.2580866162120143,"[22, 50]","[22, 50]",[31],7.309244632720947,2.982585906982422
rp1m_restore_hands,23,1.2832025138771959,"[22, 50]","[22, 50]","[31, 42]",7.051370143890381,3.1034741401672363
rp1m_restore_hands,24,1.096086196072727,"[22, 50]","[22, 50]","[31, 42]",7.118016242980957,3.0374233722686768
rp1m_restore_hands,25,1.1742030687422724,"[22, 34, 50]","[22, 50]",[42],7.058956146240234,3.098130941390991
rp1m_restore_hands,26,1.7645405415206923,"[22, 34, 50]","[22, 50]",[],7.341564655303955,3.0860049724578857
rp1m_restore_hands,27,1.1914156710944575,"[22, 34, 50]","[22, 50]",[42],7.355739116668701,3.1136393547058105
rp1m_restore_hands,28,1.3270978157408475,"[22, 34, 50]","[20, 22, 50]",[44],7.5719685554504395,3.0575811862945557
rp1m_restore_hands,29,1.1812203129295524,"[22, 34, 50]","[20, 22, 50]",[44],7.938532829284668,3.0412347316741943
rp1m_restore_hands,30,1.330513848174545,"[22, 34, 50]","[22, 50]",[44],7.8263654708862305,3.1119601726531982
rp1m_restore_hands,31,1.3254183379072937,"[22, 34, 50]","[22, 50]",[44],8.327579498291016,3.095654249191284
rp1m_restore_hands,32,1.4110774690640995,"[22, 34, 50]","[22, 50]","[31, 44]",7.8873138427734375,3.087696075439453
rp1m_restore_hands,33,1.4021262191166608,"[22, 34, 50]","[22, 50]",[44],8.177510261535645,3.109581232070923
rp1m_restore_hands,34,1.7293809336307275,"[22, 34, 50]","[22, 50]",[],8.02664566040039,3.1223647594451904
rp1m_restore_hands,35,1.2239094488246787,"[22, 34, 50]","[22, 50]",[32],7.6982879638671875,3.0962345600128174
rp1m_restore_hands,36,1.565777147202482,"[22, 34, 50]","[22, 50]","[32, 34]",7.857161045074463,3.0588741302490234
rp1m_restore_hands,37,1.4162351375180153,"[22, 34, 50, 51]","[22, 50]","[34, 35]",7.122504711151123,3.0457510948181152
rp1m_restore_hands,38,2.1875835862500446,"[22, 34, 51]","[22, 50]","[34, 51]",7.224579334259033,3.057481050491333
rp1m_restore_hands,39,2.44951090551277,"[22, 34, 51]","[22, 51]","[34, 51]",7.339931964874268,2.910423994064331
rp1m_restore_hands,40,2.1976865953685376,"[22, 34, 51]","[22, 51]",[34],7.582585334777832,3.0766677856445312
rp1m_restore_hands,41,2.4596253753854613,"[22, 34, 51]","[22, 51]","[34, 51]",7.404083728790283,2.909541368484497
rp1m_restore_hands,42,1.960526724833974,"[22, 34, 51]","[22, 51]",[34],7.607419967651367,3.088259696960449
rp1m_restore_hands,43,1.9626063917419143,"[22, 34, 51]","[22, 51]",[34],7.500082969665527,3.0038774013519287
rp1m_restore_hands,44,1.810847737468225,"[22, 34, 51]","[22, 51]",[],7.605032444000244,3.0272953510284424
rp1m_restore_hands,45,1.856035375788542,"[22, 34, 51]","[22, 51]",[],7.122439861297607,3.067197799682617
rp1m_restore_hands,46,1.426299330133806,"[22, 34, 51]","[22, 51]",[37],7.899733066558838,3.1139609813690186
rp1m_restore_hands,47,2.033494092683535,"[22, 34, 51]","[22, 51]",[],7.723423480987549,3.0278310775756836
rp1m_restore_hands,48,1.5075942640285354,"[22, 34, 51]","[22, 51]",[37],7.617432594299316,3.0264596939086914
rp1m_restore_hands,49,1.6171548351310652,"[22, 34, 51]","[22, 51]",[37],7.966663360595703,3.006915807723999
rp1m_restore_hands,50,1.1993418166052123,"[22, 31, 34, 50]","[22, 51]",[37],7.53648042678833,3.0609583854675293
rp1m_restore_hands,51,1.6197280232300486,"[31, 34, 50]",[],[],7.056753158569336,2.8809006214141846
rp1m_restore_hands,52,1.6216739812898084,"[31, 34, 50]",[50],[],7.13033390045166,3.0507664680480957
rp1m_restore_hands,53,1.6711933964685732,"[31, 34, 48, 50]","[34, 48, 50]",[],6.522511959075928,2.9235947132110596
rp1m_restore_hands,54,1.5342386615529424,"[31, 34, 48]","[31, 34, 48, 50]","[36, 38]",6.701390266418457,2.6008083820343018
rp1m_restore_hands,55,1.7414654616176513,"[31, 34, 48]","[31, 34, 36]","[36, 45, 49]",6.5182881355285645,2.9696223735809326
rp1m_restore_hands,56,1.7858463769804296,"[31, 34, 48, 50]","[31, 34, 48]","[36, 45, 49]",6.937769889831543,2.9989728927612305
rp1m_restore_hands,57,2.118129907645207,"[31, 34, 50]","[31, 34, 48]",[],6.9682087898254395,2.871089220046997
rp1m_restore_hands,58,1.773778079505402,"[31, 34, 50]","[31, 34, 48]","[34, 36]",6.448976516723633,2.766000270843506
rp1m_restore_hands,59,1.6051278412530496,"[31, 34, 48, 50]","[31, 34, 48]","[34, 36]",6.351630210876465,2.945133686065674
rp1m_restore_hands,60,1.669271941609312,"[31, 34, 48]","[31, 34, 48]","[32, 34, 36]",6.485159397125244,3.032139778137207
rp1m_restore_hands,61,1.7571639715874685,"[31, 34, 48]","[31, 34, 48]","[34, 36]",5.997111797332764,2.836822509765625
rp1m_restore_hands,62,1.4888295426695553,"[31, 34, 48]","[31, 34, 48]","[44, 47]",7.175586700439453,3.000276803970337
rp1m_restore_hands,63,1.6068920524020642,"[31, 34, 48]","[31, 34, 48]",[47],7.108176231384277,3.083087921142578
rp1m_restore_hands,64,1.7498138361866826,"[31, 34, 48]","[31, 34, 48]",[47],6.97681999206543,2.978496551513672
rp1m_restore_hands,65,1.9074139984650773,"[31, 34, 48]","[31, 34, 48]","[34, 36, 47]",7.175107955932617,3.069657802581787
rp1m_restore_hands,66,1.7068817134052114,"[31, 34, 48]","[31, 34, 48]",[47],7.029385566711426,2.9784951210021973
rp1m_restore_hands,67,1.7584623239597155,"[31, 34, 48]","[31, 34, 48]",[47],6.63576602935791,2.977207899093628
rp1m_restore_hands,68,2.0930597720575865,"[31, 34, 46, 48]","[31, 34, 48]",[],6.523026943206787,2.960986852645874
rp1m_restore_hands,69,2.0190514258980277,"[31, 34, 46]","[31, 34, 48]",[],7.202756404876709,2.839066505432129
rp1m_restore_hands,70,2.064523880375505,"[31, 34, 46]","[31, 34, 50]",[],7.079855442047119,2.820056200027466
rp1m_restore_hands,71,1.5535423117262877,"[31, 34, 46]","[31, 34, 46]",[32],7.196559906005859,2.9867913722991943
rp1m_restore_hands,72,1.4817309582558233,"[31, 34, 46]","[31, 34, 46]","[26, 27, 28, 32]",6.645525932312012,2.7869129180908203
rp1m_restore_hands,73,1.5738783510302596,"[31, 34, 46]","[31, 34, 46]",[32],6.493757724761963,2.72088623046875
rp1m_restore_hands,74,2.0693903570023138,"[31, 34, 46]","[31, 34, 46]",[],7.013535499572754,2.956972122192383
rp1m_restore_hands,75,2.1405711696947374,"[26, 31, 34, 53]","[31, 34, 46]",[26],6.458559989929199,3.1169795989990234
rp1m_restore_hands,76,2.0466283992621923,"[26, 34, 53]","[31, 34, 53]",[26],7.45065450668335,2.915083885192871
rp1m_restore_hands,77,2.152561955976181,"[26, 34, 53]","[34, 53]",[26],6.690089702606201,2.997030019760132
rp1m_restore_hands,78,2.1087218042677836,"[26, 34, 53]","[34, 53]",[26],6.749589920043945,3.031752347946167
rp1m_restore_hands,79,1.8572772204469912,"[26, 34, 53]","[26, 27, 34, 53]",[],6.944590091705322,3.0307810306549072
rp1m_restore_hands,80,1.9782521596477878,"[26, 34, 53]","[26, 34, 53]",[],6.63532018661499,2.976879119873047
rp1m_restore_hands,81,1.5115368500648465,"[26, 34, 53]","[26, 34, 53]","[26, 27]",6.975393295288086,3.070748805999756
rp1m_restore_hands,82,1.567350452412366,"[26, 34, 53]","[26, 34, 53]",[27],6.478960037231445,2.88006591796875
rp1m_restore_hands,83,1.294265753245938,"[26, 34, 53]","[26, 34, 53]",[27],6.637714385986328,3.042971611022949
rp1m_restore_hands,84,1.9543501864351382,"[26, 34, 53]","[26, 34, 53]",[],6.713410377502441,3.0821778774261475
rp1m_restore_hands,85,1.8611584423846204,"[26, 34, 53]","[26, 34, 53]",[],6.579500198364258,2.9883172512054443
rp1m_restore_hands,86,1.376257601212917,"[26, 34, 53]","[26, 34, 53]",[27],6.612467288970947,3.0992696285247803
rp1m_restore_hands,87,1.128702657604415,"[26, 34, 53]","[26, 34, 53]","[39, 46, 48]",6.914979934692383,3.1076643466949463
rp1m_restore_hands,88,1.3386340157085632,"[26, 34, 53]","[26, 34, 53]","[39, 46, 48]",6.925348281860352,3.081958532333374
rp1m_restore_hands,89,1.2709503696631756,"[26, 34, 53]","[26, 34, 53]","[46, 48]",6.683933734893799,3.076859474182129
rp1m_restore_hands,90,1.704802348693351,"[26, 34, 53]","[26, 34, 53]",[],6.652747631072998,3.059319257736206
rp1m_restore_hands,91,1.1971722617940497,"[26, 34, 53]","[26, 34, 53]","[39, 46]",6.715052127838135,2.979490280151367
rp1m_restore_hands,92,1.5417517808697927,"[26, 34, 53]","[26, 34, 53]",[],6.575716972351074,3.077103614807129
rp1m_restore_hands,93,1.2071228569394834,"[26, 34, 53]","[26, 34, 53]",[41],6.754552841186523,3.0776779651641846
rp1m_restore_hands,94,1.7866524139838778,"[26, 34, 53]","[26, 34, 53]",[],7.192379951477051,2.9937567710876465
rp1m_restore_hands,95,1.330889823189245,"[26, 34, 53]","[26, 34, 53]","[28, 41]",6.5950236320495605,3.1079750061035156
rp1m_restore_hands,96,1.3736052210679293,"[26, 34, 53]","[26, 34, 53]",[28],6.8126068115234375,3.1290221214294434
rp1m_restore_hands,97,1.6818270556069672,"[26, 34, 53]","[26, 34, 53]",[],6.1065287590026855,2.5792794227600098
rp1m_restore_hands,98,1.6480318175987005,"[26, 34, 53]","[26, 34, 53]",[],6.537550449371338,2.9234161376953125
rp1m_restore_hands,99,1.5114279139254732,"[26, 34, 53]","[26, 34, 53]",[],6.495193958282471,2.830045461654663
rp1m_restore_hands,100,1.1376079440255769,"[26, 27, 34]","[26, 34, 53]",[47],5.710339069366455,2.9908347129821777
rp1m_restore_hands,101,1.168013492555826,"[27, 34, 53]","[26, 34, 53]",[30],6.802955150604248,3.0265307426452637
rp1m_restore_hands,102,1.733528247397638,"[27, 34, 53]","[34, 53]",[],6.135770320892334,2.7303221225738525
rp1m_restore_hands,103,1.820473857001096,"[27, 34, 53]","[34, 53]",[],6.675671100616455,2.9288721084594727
rp1m_restore_hands,104,1.6766798691900042,"[27, 34, 53]","[27, 34, 53]",[],6.901762962341309,3.0605640411376953
rp1m_restore_hands,105,1.5570778081922967,"[27, 34, 53]","[27, 34, 53]",[],7.1296491622924805,2.986502170562744
rp1m_restore_hands,106,1.7464506955979064,"[27, 34, 53]","[27, 34, 53]",[],6.954270839691162,2.90437912940979
rp1m_restore_hands,107,1.4653088878081375,"[27, 34, 53]","[27, 34, 53]","[41, 50]",6.805073261260986,2.87520694732666
rp1m_restore_hands,108,1.7541688037858942,"[27, 34, 53]","[27, 34, 53]",[],6.718593120574951,2.9379944801330566
rp1m_restore_hands,109,1.844024588542597,"[27, 34, 53]","[27, 34, 53]",[],6.712766647338867,3.034571647644043
rp1m_restore_hands,110,1.2759050904134255,"[27, 34, 53]","[27, 34, 53]",[30],7.2477850914001465,2.9821953773498535
rp1m_restore_hands,111,1.301198209065978,"[27, 34, 53]","[27, 34, 53]","[30, 39, 47]",6.7133402824401855,2.9465298652648926
rp1m_restore_hands,112,1.3502916573104788,"[27, 34, 53]","[27, 34, 53]","[30, 47]",6.978643417358398,3.058330535888672
rp1m_restore_hands,113,1.305340187706784,"[27, 53]","[27, 34, 53]",[30],6.861413478851318,3.0210065841674805
rp1m_restore_hands,114,1.4247010393407495,"[27, 34, 53]","[27, 53]","[30, 49]",6.965653419494629,2.9880106449127197
rp1m_restore_hands,115,1.600085346333932,"[27, 34, 53]","[27, 34, 53]",[],6.783768653869629,2.873784065246582
rp1m_restore_hands,116,1.7187672080009384,"[27, 34, 53]","[27, 34, 53]",[],7.189295291900635,3.0774571895599365
rp1m_restore_hands,117,1.7900304905994164,"[27, 34, 53]","[27, 34, 53]",[],6.941466331481934,3.0932817459106445
rp1m_restore_hands,118,1.360026052584073,"[27, 34, 53]","[27, 34, 53]","[31, 32, 47]",6.861264228820801,2.8264386653900146
rp1m_restore_hands,119,1.561657141721941,"[27, 34, 53]","[27, 34, 53]",[],6.912214756011963,3.07694149017334
zero,0,2.0764053698159604,"[22, 50]",[],[],0.0,0.0
zero,1,2.0868863159657454,"[22, 50]",[],[],0.0,0.0
zero,2,2.091364489406669,"[22, 50]",[],[],0.0,0.0
zero,3,2.103429756223277,"[22, 48, 50]",[],[],0.0,0.0
zero,4,2.1159180493394496,"[22, 48]",[48],[],0.0,0.0
zero,5,2.116612810572585,"[22, 48]",[48],[],0.0,0.0
zero,6,2.11723131460783,"[22, 48]","[23, 48]",[],0.0,0.0
zero,7,2.105913078315504,"[22, 50]","[22, 24, 48]",[],0.0,0.0
zero,8,2.09550487246994,"[22, 50]",[22],[],0.0,0.0
zero,9,2.095871196762527,"[22, 50]",[22],[],0.0,0.0
zero,10,2.0961993787000397,"[22, 50]","[22, 48, 50]",[],0.0,0.0
zero,11,2.096493404836811,"[22, 50]","[22, 50]",[],0.0,0.0
zero,12,2.0967568498471927,"[22, 50]","[22, 50]",[],0.0,0.0
zero,13,2.0969929181994216,"[22, 50]","[22, 50]",[],0.0,0.0
zero,14,2.0972044813427715,"[22, 50]","[22, 50]",[],0.0,0.0
zero,15,2.0973941098222033,"[22, 50]","[22, 50]",[],0.0,0.0
zero,16,2.097564103197736,"[22, 50]","[22, 50]",[],0.0,0.0
zero,17,2.097716520616143,"[22, 50]","[22, 50]",[],0.0,0.0
zero,18,2.097853204421748,"[22, 50]","[22, 50]",[],0.0,0.0
zero,19,2.097975802150838,"[22, 50]","[22, 50]",[],0.0,0.0
zero,20,2.0980857870277867,"[22, 50]","[22, 50]",[],0.0,0.0
zero,21,2.0981844764489153,"[22, 50]","[22, 50]",[],0.0,0.0
zero,22,2.098273048521963,"[22, 50]","[22, 50]",[],0.0,0.0
zero,23,2.098352556867083,"[22, 50]","[22, 50]",[],0.0,0.0
zero,24,2.0984239438612535,"[22, 50]","[22, 50]",[],0.0,0.0
zero,25,2.100950465205415,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,26,2.101006374303016,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,27,2.1010565350146324,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,28,2.101101551522314,"[22, 34, 50]","[20, 22, 50]",[],0.0,0.0
zero,29,2.101141963091931,"[22, 34, 50]","[20, 22, 50]",[],0.0,0.0
zero,30,2.101178251183976,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,31,2.1012108457760634,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,32,2.1012401309842073,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,33,2.1012664500606837,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,34,2.1012901098379073,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,35,2.10131138468014,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,36,2.1013305199980894,"[22, 34, 50]","[22, 50]",[],0.0,0.0
zero,37,2.1027026422251383,"[22, 34, 50, 51]","[22, 50]",[],0.0,0.0
zero,38,2.0786256050360095,"[22, 34, 51]","[22, 50]",[],0.0,0.0
zero,39,2.078636331678938,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,40,2.078645986916314,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,41,2.0786546800191363,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,42,2.0786625088519717,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,43,2.0786695610940145,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,44,2.0786759153260674,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,45,2.0786816419984993,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,46,2.0786868042935414,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,47,2.0786914588937293,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,48,2.0786956566669685,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,49,2.078699443277503,"[22, 34, 51]","[22, 51]",[],0.0,0.0
zero,50,2.102231258983368,"[22, 31, 34, 50]","[22, 51]",[],0.0,0.0
zero,51,2.102235168676906,"[31, 34, 50]",[],[],0.0,0.0
zero,52,2.1491674570609707,"[31, 34, 50]",[50],[],0.0,0.0
zero,53,2.144959235268764,"[31, 34, 48, 50]","[34, 48, 50]",[],0.0,0.0
zero,54,2.1648680076115814,"[31, 34, 48]","[31, 34, 48, 50]",[],0.0,0.0
zero,55,2.164872141560829,"[31, 34, 48]","[31, 34, 36]",[],0.0,0.0
zero,56,2.1449700536863823,"[31, 34, 48, 50]","[31, 34, 48]",[],0.0,0.0
zero,57,2.1491863060308742,"[31, 34, 50]","[31, 34, 48]",[],0.0,0.0
zero,58,2.1491890525280173,"[31, 34, 50]","[31, 34, 48]",[],0.0,0.0
zero,59,2.1449780252732396,"[31, 34, 48, 50]","[31, 34, 48]",[],0.0,0.0
zero,60,2.164887522838927,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,61,2.164889768550369,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,62,2.16489179857977,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,63,2.164893634021505,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,64,2.1648952938726786,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,65,2.1648967952458653,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,66,2.1648981535597374,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,67,2.164899382709952,"[31, 34, 48]","[31, 34, 48]",[],0.0,0.0
zero,68,2.138281915972594,"[31, 34, 46, 48]","[31, 34, 48]",[],0.0,0.0
zero,69,2.1647863454708607,"[31, 34, 46]","[31, 34, 48]",[],0.0,0.0
zero,70,2.1647872520392375,"[31, 34, 46]","[31, 34, 50]",[],0.0,0.0
zero,71,2.1647880731402864,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,72,2.1647888170128757,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,73,2.1647894910913017,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,74,2.164790102085107,"[31, 34, 46]","[31, 34, 46]",[],0.0,0.0
zero,75,2.095996175784755,"[26, 31, 34, 53]","[31, 34, 46]",[],0.0,0.0
zero,76,2.093138990190522,"[26, 34, 53]","[31, 34, 53]",[],0.0,0.0
zero,77,2.0931392439852394,"[26, 34, 53]","[34, 53]",[],0.0,0.0
zero,78,2.093139476011191,"[26, 34, 53]","[34, 53]",[],0.0,0.0
zero,79,2.09313968833944,"[26, 34, 53]","[26, 27, 34, 53]",[],0.0,0.0
zero,80,2.093139882841119,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,81,2.0931400612070084,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,82,2.093140224965154,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,83,2.0931403754967404,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,84,2.09314051405038,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,85,2.0931406417549985,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,86,2.0931407596314395,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,87,2.093140868602931,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,88,2.0931409695045198,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,89,2.0931410630915863,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,90,2.0931411500475194,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,91,2.093141230990644,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,92,2.0931413064804785,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,93,2.0931413770233727,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,94,2.0931414430776103,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,95,2.0931415050580084,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,96,2.093141563340073,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,97,2.0931416182637568,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,98,2.0931416701368506,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,99,2.09314171923804,"[26, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,100,2.0738894055722223,"[26, 27, 34]","[26, 34, 53]",[],0.0,0.0
zero,101,2.0820144882656133,"[27, 34, 53]","[26, 34, 53]",[],0.0,0.0
zero,102,2.1080454636113526,"[27, 34, 53]","[34, 53]",[],0.0,0.0
zero,103,2.1080455096516744,"[27, 34, 53]","[34, 53]",[],0.0,0.0
zero,104,2.108045553711384,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,105,2.108045595967186,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,106,2.108045636579147,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,107,2.108045675692274,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,108,2.108045713437941,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,109,2.1080457499351803,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,110,2.108045785291849,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,111,2.108045819605688,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,112,2.108045852965274,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,113,2.1088737713591197,"[27, 53]","[27, 34, 53]",[],0.0,0.0
zero,114,2.1080459171353043,"[27, 34, 53]","[27, 53]",[],0.0,0.0
zero,115,2.10804594808448,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,116,2.108045978358219,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,117,2.1080460080107404,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,118,2.108046037091206,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
zero,119,2.1080460656442,"[27, 34, 53]","[27, 34, 53]",[],0.0,0.0
rp1m_reset_only,0,1.444145044429006,"[22, 50]",[],[],4.073739051818848,2.527052879333496
rp1m_reset_only,1,1.2453522306466018,"[22, 50]",[],[],4.424405097961426,3.0692975521087646
rp1m_reset_only,2,0.039276185579946096,"[22, 50]",[],[],4.579288959503174,2.428884983062744
rp1m_reset_only,3,0.21930542545978549,"[22, 48, 50]",[],[],4.936127185821533,2.003889799118042
rp1m_reset_only,4,1.7903565997908768,"[22, 48]",[48],[],5.388864040374756,2.176121711730957
rp1m_reset_only,5,0.893010058411039,"[22, 48]",[48],[],5.779340744018555,2.74908709526062
rp1m_reset_only,6,1.8450005619814704,"[22, 48]","[23, 48]",[],6.003278732299805,2.5091850757598877
rp1m_reset_only,7,2.145700411399729,"[22, 50]","[22, 24, 48]","[46, 48, 50, 51]",6.294278621673584,3.059953212738037
rp1m_reset_only,8,1.7910819962639248,"[22, 50]",[22],[],7.145064830780029,3.1032838821411133
rp1m_reset_only,9,2.0429774656284283,"[22, 50]",[22],[],7.0791335105896,3.1178832054138184
rp1m_reset_only,10,1.2183961162432166,"[22, 50]","[22, 48, 50]",[],6.446088790893555,3.1310253143310547
rp1m_reset_only,11,0.9784146094358904,"[22, 50]","[22, 50]",[],5.741702079772949,3.004923105239868
rp1m_reset_only,12,0.8544839450930112,"[22, 50]","[22, 50]",[],6.286056041717529,3.0741708278656006
rp1m_reset_only,13,0.9991405106631208,"[22, 50]","[22, 50]",[38],6.433452129364014,3.0470809936523438
rp1m_reset_only,14,1.6735424798075782,"[22, 50]","[22, 50]",[38],6.283373832702637,3.078171491622925
rp1m_reset_only,15,0.9913141727239775,"[22, 50]","[22, 50]",[],6.688444137573242,3.0910818576812744
rp1m_reset_only,16,1.6761152093315048,"[22, 50]","[22, 50]",[],5.808900356292725,2.875514507293701
rp1m_reset_only,17,2.0052361790025435,"[22, 50]","[22, 50]",[],6.1305742263793945,2.730719566345215
rp1m_reset_only,18,1.871984454227574,"[22, 50]","[22, 50]",[],5.822307109832764,2.8288493156433105
rp1m_reset_only,19,0.9056838398765477,"[22, 50]","[22, 50]","[44, 47]",5.67588996887207,3.0210440158843994
rp1m_reset_only,20,1.085075585638584,"[22, 50]","[22, 50]",[49],6.477537155151367,2.9637956619262695
rp1m_reset_only,21,1.5730776044863153,"[22, 50]","[22, 50]",[],6.939185619354248,2.9277119636535645
rp1m_reset_only,22,2.1818958953996828,"[22, 50]","[22, 50]",[],6.386830806732178,2.9559850692749023
rp1m_reset_only,23,1.7268583169658576,"[22, 50]","[22, 50]",[52],6.403535842895508,2.6353304386138916
rp1m_reset_only,24,1.7328046242833761,"[22, 50]","[22, 50]",[52],7.285067558288574,3.0714752674102783
rp1m_reset_only,25,2.028883828406201,"[22, 34, 50]","[22, 50]",[],7.61207914352417,3.1179349422454834
rp1m_reset_only,26,1.4656013262203946,"[22, 34, 50]","[22, 50]",[],7.62642765045166,3.0808515548706055
rp1m_reset_only,27,1.5862601413869921,"[22, 34, 50]","[22, 50]",[],7.238038063049316,3.1111316680908203
rp1m_reset_only,28,1.9892687989442182,"[22, 34, 50]","[20, 22, 50]",[],6.444832801818848,3.0582127571105957
rp1m_reset_only,29,0.7686289519628349,"[22, 34, 50]","[20, 22, 50]",[52],6.802675724029541,3.0921542644500732
rp1m_reset_only,30,1.219063888667304,"[22, 34, 50]","[22, 50]",[],6.285158157348633,2.972386598587036
rp1m_reset_only,31,1.9959179145307921,"[22, 34, 50]","[22, 50]",[],6.971067905426025,3.0189945697784424
rp1m_reset_only,32,1.557501123862866,"[22, 34, 50]","[22, 50]",[69],6.900534629821777,3.0899112224578857
rp1m_reset_only,33,1.937775368175089,"[22, 34, 50]","[22, 50]",[],6.944094657897949,3.1259403228759766
rp1m_reset_only,34,-0.04569930092160801,"[22, 34, 50]","[22, 50]",[],6.81732702255249,3.1276307106018066
rp1m_reset_only,35,-1.3620524310033206,"[22, 34, 50]","[22, 50]",[61],6.625476360321045,3.0320167541503906
rp1m_reset_only,36,1.4439260922406867,"[22, 34, 50]","[22, 50]",[54],6.7949652671813965,2.985661268234253
rp1m_reset_only,37,1.1075334302797528,"[22, 34, 50, 51]","[22, 50]","[49, 50]",6.483022212982178,2.8976454734802246
rp1m_reset_only,38,1.3626834819342453,"[22, 34, 51]","[22, 50]",[],6.49158239364624,3.015713930130005
